Series_Title,Released_Year,Genre,IMDB_Rating,language
The Tuche Family,2011,Comedy,6.009,fr
Asterix & Obelix: God Save Britannia,2012,"Family, Adventure, Comedy",5.098,fr
Cach?,2005,"Mystery, Drama, Thriller",7.06,fr
Monsieur Aznavour,2024,"History, Music",7.286,fr
The Mad Adventures of Rabbi Jacob,1973,Comedy,7.394,fr
The Dinner Game,1998,Comedy,7.77,fr
Chronicle of a Summer,1961,Documentary,7.2,fr
Dog on Trial,2024,Comedy,6.198,fr
High Tension,2003,"Horror, Thriller, Mystery",6.761,fr
A Prophet,2009,"Crime, Drama",7.586,fr
The Taste of Things,2023,"Romance, Drama",7.114,fr
Time Masters,1982,"Animation, Science Fiction, Adventure",7.3,fr
How I Became a Superhero,2020,"Science Fiction, Adventure, Action, Comedy, Thriller",6.117,fr
Stranger by the Lake,2013,"Drama, Thriller",6.307,fr
Betty Blue,1986,"Drama, Romance",7.238,fr
22 Bullets,2010,"Drama, Crime, Thriller",6.7,fr
The Emperor of Paris,2018,"Drama, Crime, Thriller",6.337,fr
Le Trou,1960,"Drama, Thriller, Crime",8.25,fr
Hiroshima Mon Amour,1959,"Drama, History, Romance",7.691,fr
Dangerous Liaisons,2022,"Drama, Romance",5.9,fr
Diabolique,1955,"Horror, Thriller, Mystery",7.916,fr
The Salt of the Earth,2014,Documentary,8.118,fr
The Quiet Son,2024,Drama,6.569,fr
Two Tickets to Greece,2023,"Comedy, Drama",6,fr
Mommy,2014,Drama,8.229,fr
The Red Balloon,1956,"Comedy, Drama, Family, Fantasy",7.735,fr
Simple Passion,2021,"Romance, Drama",5.7,fr
The B?lier Family,2014,"Comedy, Music, Drama",6.929,fr
A Real Young Girl,1999,Drama,5.324,fr
...And God Created Woman,1956,"Drama, Romance",6.079,fr
Antigang,2015,"Action, Drama",5.836,fr
Rabbids Invasion - Mission To Mars,2021,"Animation, Comedy",6.856,fr
And Their Children After Them,2024,Drama,6.638,fr
For Night Will Come,2024,"Drama, Horror",5.361,fr
Home,2009,"Documentary, Drama, Family",7.794,fr
Polisse,2011,"Drama, Crime",7.777,fr
"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1976,Drama,7.383,fr
The Tuche Family: The American Dream,2016,Comedy,5.578,fr
The Umbrellas of Cherbourg,1964,"Drama, Romance",7.386,fr
"Mektoub, My Love: Canto Uno",2017,"Romance, Drama",6.7,fr
Taxi 4,2007,"Action, Comedy",5.591,fr
No Dogs or Italians Allowed,2023,"Animation, Drama, History",7.429,fr
The Mad Women's Ball,2021,"Thriller, Drama, History",7.1,fr
Sentinelle,2023,"Action, Comedy, Crime",5.244,fr
RRRrrrr!!!,2004,Comedy,6.304,fr
The Valet,2006,Comedy,5.973,fr
Alibi.com,2017,"Comedy, Family",6.466,fr
Au Revoir les Enfants,1987,"Drama, War",7.509,fr
The Brand New Testament,2015,"Comedy, Fantasy",6.651,fr
"Cyrano, My Love",2018,"Comedy, History",7.5,fr
Nothing to Hide,2018,"Drama, Comedy",6.592,fr
3 Days Max,2023,Comedy,5.345,fr
Asterix and Cleopatra,1968,"Family, Animation, Adventure, Comedy",6.947,fr
A Little Something Extra,2024,Comedy,7.118,fr
C'est la vie!,2017,Comedy,7.023,fr
Double Lover,2017,"Romance, Thriller, Drama",6.1,fr
The Round Up,2010,"Drama, History, War",7.541,fr
French Fried Vacation 2,1979,Comedy,7.338,fr
Cl?o from 5 to 7,1962,Drama,7.683,fr
Camille Claudel,1988,"Drama, History, Romance",6.803,fr
The Bear,1988,"Adventure, Drama, Family",7.1,fr
OSS 117: Lost in Rio,2009,"Crime, Action, Comedy",7.106,fr
Three Friends,2024,"Comedy, Romance, Drama",6.6,fr
Christmas & Co.,2017,"Comedy, Fantasy, Family",6.27,fr
Murmur of the Heart,1971,"Drama, Comedy",7,fr
The Visitors II: The Corridors of Time,1998,"Comedy, Fantasy",6.01,fr
All Your Faces,2023,Drama,7.996,fr
Annette,2021,"Drama, Romance",6.717,fr
Letter from Siberia,1957,Documentary,6.846,fr
Trouble Every Day,2001,"Drama, Horror, Romance",5.778,fr
Arthur and the Revenge of Maltazard,2009,"Adventure, Fantasy, Animation, Family",5.731,fr
Wasabi,2001,"Drama, Action, Comedy",6.6,fr
The Night Eats the World,2018,"Drama, Horror, Thriller",6.033,fr
Lolo,2015,Comedy,5.325,fr
Arthur 3: The War of the Two Worlds,2010,"Animation, Adventure, Fantasy, Family",5.8,fr
No Limit,2022,"Drama, Romance",6.1,fr
Man Bites Dog,1992,"Comedy, Crime",7.219,fr
Taxi 5,2018,"Action, Comedy",5.4,fr
The New Adventures of Aladdin,2015,"Comedy, Fantasy, Adventure",4.725,fr
Quest for Fire,1981,"Adventure, Drama",7.022,fr
Elevator to the Gallows,1958,"Crime, Drama, Thriller",7.612,fr
Marinette,2023,"Drama, History",6.651,fr
Night and Fog,1959,"Documentary, History",8.238,fr
Forbidden Games,1952,"Drama, War",7.775,fr
Largo Winch II,2011,"Action, Adventure, Thriller",5.844,fr
Kirikou and the Sorceress,1998,"Fantasy, Adventure, Animation, Family",7.329,fr
Army of Shadows,1969,"War, History, Thriller",7.908,fr
Gauguin: Voyage to Tahiti,2017,"Drama, Romance",5.702,fr
All-Time High,2023,"Comedy, Romance",5.8,fr
City Hunter,2019,"Action, Comedy, Adventure",6.496,fr
The Party,1980,"Drama, Romance, Comedy",6.6,fr
Lucky Winners,2024,Comedy,5.817,fr
This Special Friendship,1964,"Drama, Romance",7.923,fr
Babysitting,2014,Comedy,6.798,fr
Samba,2014,"Drama, Comedy",6.34,fr
French Fried Vacations 3: Friends Forever,2006,Comedy,4.069,fr
Monsieur Hulot's Holiday,1953,Comedy,6.925,fr
The Players,2012,Comedy,4.73,fr
Sibyl,2019,Drama,5.705,fr
The Connection,2014,"Thriller, Crime, Action",7.124,fr
A Gang Story,2011,"Crime, Drama",6.818,fr
Around the World in 80 Days,2021,"Animation, Family, Comedy",5.839,fr
La Belle ?poque,2019,"Comedy, Drama",7.365,fr
Fruits of Passion,1981,Drama,5.3,fr
Holy Cow,2024,"Drama, Comedy",7.1,fr
Cuties,2020,Drama,5.1,fr
Jack and the Cuckoo-Clock Heart,2014,"Animation, Romance, Adventure, Drama, Fantasy",7.213,fr
"Remi, Nobody's Boy",2018,"Adventure, Family, Drama",7.88,fr
The Diving Bell and the Butterfly,2007,"Drama, History",7.564,fr
Bilitis,1977,"Drama, Romance",5.308,fr
Not Without My Shrink,2024,Comedy,4.873,fr
Personal Shopper,2016,"Drama, Mystery, Thriller",5.916,fr
The Swimming Pool,1969,"Drama, Thriller",7.004,fr
Asterix and the Big Fight,1989,"Family, Animation, Adventure, Comedy",6.289,fr
Rififi,1955,"Crime, Thriller, Drama",7.785,fr
In the House,2012,"Comedy, Drama, Mystery, Thriller",7.245,fr
Passages,2023,"Romance, Drama",6.3,fr
Going Places,1974,"Comedy, Drama",6.774,fr
Asterix and the Vikings,2006,"Family, Animation, Comedy, Adventure",6.107,fr
The Crime Is Mine,2023,"Crime, Comedy, Mystery, Drama",6.4,fr
November,2022,"Crime, Drama, Thriller",7.066,fr
Delusions of Grandeur,1971,"Comedy, History",7.411,fr
Happy 50,2022,Comedy,5.299,fr
Based on a True Story,2017,"Thriller, Mystery",5.7,fr
Just Retired 2,2022,Comedy,5.2,fr
Alphaville,1965,"Drama, Science Fiction, Mystery",6.941,fr
Little White Lies,2010,"Comedy, Drama",7.109,fr
Santa Claus Is a Stinker,1982,Comedy,7.319,fr
The Matrix: Generation,2023,"Documentary, TV Movie",7.4,fr
French Fried Vacation,1978,Comedy,6.576,fr
The Last Mercenary,2021,"Action, Comedy",6.4,fr
The Snails,1966,"Animation, Comedy, Fantasy, Science Fiction, Horror",6.971,fr
Penny Pincher!,2016,Comedy,5.573,fr
A Perfect Plan,2012,"Comedy, Romance",5.865,fr
The Gendarme in New York,1965,Comedy,6.3,fr
The Cabbage Soup,1981,"Comedy, Science Fiction",6.355,fr
Do You Do You Saint-Tropez,2021,"Comedy, Crime",5.063,fr
La Vie en Rose,2007,"Music, Drama",7.397,fr
Love at the Top,1974,Comedy,6,fr
What's in a Name,2012,Comedy,7.324,fr
Valparaiso,1964,Documentary,6.9,fr
The Beast,1975,"Drama, Fantasy, Horror, Romance",5.5,fr
The Wing or the Thigh?,1976,Comedy,7.213,fr
Brain Freeze,2021,"Horror, Comedy",6.2,fr
Rubber,2010,"Comedy, Drama, Fantasy, Horror, Mystery",5.9,fr
Oxygen,2021,"Science Fiction, Thriller, Horror",6.6,fr
"Sex, Love & Therapy",2014,"Comedy, Romance",5.446,fr
Day of the Panther,1988,Action,3.8,fr
Winter Boy,2022,Drama,6.8,fr
On the Other Side of the Tracks,2012,"Comedy, Action, Crime",5.635,fr
The Sucker,1965,"Comedy, Crime",7.366,fr
Family Is Family,2018,Comedy,5.802,fr
Happening,2021,Drama,7.204,fr
Mia and the White Lion,2018,"Adventure, Family, Drama",7.3,fr
The Gendarme and the Gendarmettes,1982,Comedy,6,fr
The Crimson Rivers,2000,"Crime, Mystery, Thriller",6.93,fr
36th Precinct,2004,"Crime, Drama, Thriller",6.897,fr
A Faithful Man,2018,"Comedy, Drama, Romance",5.461,fr
The Heir Apparent: Largo Winch,2008,"Adventure, Drama, Action, Thriller",6.047,fr
Nice Girls,2024,"Comedy, Crime, Action",5.3,fr
Eiffel,2021,"Romance, Drama",6.3,fr
Contempt,1963,"Drama, Romance",7.082,fr
Diary of a Chambermaid,1964,"Drama, Comedy, Crime",7.13,fr
Peek-a-boo,1954,Comedy,4.988,fr
The Magic Tuche,2018,Comedy,5.273,fr
A Matter of Perspective,1987,Comedy,6.1,fr
Minuscule: Valley of the Lost Ants,2013,"Animation, Adventure, Family",7,fr
Hope,2014,Drama,6.1,fr
The Young Girls of Rochefort,1967,"Romance, Comedy, Drama",7.68,fr
Happily Ever After,2004,"Drama, Comedy, Romance",5.888,fr
SDI: Secret Department of Intervention,2024,Action,5.2,fr
Tenor,2022,"Comedy, Drama, Music",7.045,fr
"Good Guys Go to Heaven, Bad Guys Go to Pattaya",2016,Comedy,4.97,fr
The Phantom of Liberty,1974,Comedy,7.445,fr
Hunting & Gathering,2007,"Romance, Drama",6.557,fr
"Farewell, My Queen",2012,"Drama, History",5.9,fr
The Visitors: Bastille Day,2016,"Comedy, Fantasy",4.13,fr
Sans Soleil,1983,Documentary,7.444,fr
Mars Express,2023,"Animation, Science Fiction, Action, Mystery",7.521,fr
One Fine Morning,2022,"Romance, Drama",6.5,fr
Sidonie in Japan,2024,"Drama, Romance",6.4,fr
Return of the Hero,2018,"History, Comedy",6.288,fr
Full Speed,2016,"Family, Comedy, Action",6.028,fr
Paris Je T'aime,2006,"Drama, Romance",6.771,fr
The Velvet Queen,2021,Documentary,7.865,fr
Venus in Fur,2013,Drama,7.244,fr
Puppylove,2013,"Romance, Drama",5.9,fr
Elle,2016,"Drama, Thriller",6.657,fr
Asterix the Gaul,1967,"Family, Animation, Adventure, Comedy",6.451,fr
Water Lilies,2007,"Drama, Romance",6.6,fr
Elles,2011,Drama,5.4,fr
My Life as a Zucchini,2016,"Animation, Comedy, Drama, Family",7.794,fr
Normandy Nude,2018,"Drama, Comedy",5.599,fr
The Empire,2024,"Science Fiction, Comedy, Drama",4.8,fr
Frantz,2016,"History, Drama, Romance",7.358,fr
The Spanish Apartment,2002,"Drama, Comedy, Romance",7.128,fr
My Sole Desire,2023,"Romance, Drama",5.95,fr
La Grande Bouffe,1973,"Drama, Comedy",7.14,fr
Nicholas on Holiday,2014,"Family, Comedy",5.328,fr
My Worst Nightmare,2011,Comedy,5.464,fr
Asterix vs. Caesar,1985,"Comedy, Animation, Family, Adventure",6.54,fr
Down by Love,2016,"Drama, Romance",6.022,fr
"Mektoub, My Love: Intermezzo",2019,"Comedy, Drama",4.4,fr
Inside,2007,Horror,6.748,fr
Now Where Did the Seventh Company Get to?,1973,"Comedy, War",7.281,fr
Pacific Fear,2024,"Horror, Thriller",4.2,fr
I Do,2006,"Comedy, Romance",6.426,fr
My Summer in Provence,2014,"Comedy, Drama",6.302,fr
The Most Precious of Cargoes,2024,"Animation, Drama, History",7.486,fr
The Lost Prince,2020,"Fantasy, Adventure, Comedy",5.7,fr
Angelique,2013,"Adventure, Romance",6.5,fr
Minuscule 2: Mandibles from Far Away,2019,"Animation, Adventure, Family, Comedy",7.1,fr
Revoir Paris,2022,Drama,7.05,fr
Ace of Aces,1982,"Adventure, Comedy",7.067,fr
Daddy or Mommy,2015,Comedy,6.115,fr
Fantastic Planet,1973,"Animation, Science Fiction",7.646,fr
Ernest & Celestine,2012,"Animation, Comedy, Drama, Family, Adventure",7.764,fr
All to Play For,2023,Drama,6.354,fr
Paris Pigalle,2018,"Comedy, Drama",5.299,fr
Fantomas Unleashed,1965,"Comedy, Crime, Adventure, Fantasy",6.8,fr
Emmanuelle 3,1977,"Drama, Romance",4.5,fr
From the Land of the Moon,2016,"Drama, Romance",6.574,fr
Secret Things,2002,Drama,5.7,fr
An Ordinary Case,2024,"Drama, Crime",6.486,fr
Immoral Tales,1974,"Drama, Romance",5.8,fr
Masculin F?minin,1966,"Drama, Romance",7.247,fr
Lost in Paris,2017,Comedy,6.04,fr
The Devil's Nightmare,1971,"Horror, Fantasy",6.3,fr
Cecilia,1983,"Drama, Romance",4.04,fr
The Prey,2011,"Action, Crime, Thriller",6.446,fr
Spoiled Brats,2021,Comedy,6,fr
La Parisienne,1957,Comedy,5.568,fr
Indochine,1992,"Drama, Romance",7.1,fr
The Brice Man,2005,Comedy,5.521,fr
The Christmas Tree,1969,Drama,6.145,fr
Yves Saint Laurent,2014,Drama,6.629,fr
Chinese Puzzle,2013,"Comedy, Drama, Romance",6.572,fr
Kali: Avenging Angel,2024,"Action, Thriller, Adventure",7.073,fr
The Takedown,2022,"Comedy, Action",6.037,fr
Miss Violet,2024,"Drama, History",7.284,fr
99 Francs,2007,"Drama, Comedy",6.63,fr
Emmanuelle 4,1984,"Drama, Romance",4.784,fr
Nothing to Declare,2010,Comedy,5.859,fr
Overdose,2022,Action,6.6,fr
Astro Kid,2019,"Animation, Comedy, Adventure, Family",7.2,fr
The Advent Calendar,2021,"Horror, Thriller, Drama",6.7,fr
Mesrine: Public Enemy #1,2008,"Action, Thriller, Crime, Drama",7.3,fr
Delicious,2021,"History, Comedy, Drama",6.9,fr
Sentinelle,2021,"Thriller, Action, Drama",5.8,fr
The Red Violin,1998,"Drama, Thriller, Mystery, Music, Romance",7.358,fr
Queen Margot,1994,"Drama, History, Romance",7.2,fr
Dobermann,1997,"Action, Crime",6.474,fr
Sahara,2017,"Adventure, Animation, Comedy, Family",5.9,fr
Russian Dolls,2005,"Comedy, Drama, Romance",6.652,fr
The Story of O Part 2,1984,Drama,4.2,fr
The Second Act,2024,Comedy,6.079,fr
Amour,2012,"Drama, Romance",7.756,fr
Matthias & Maxime,2019,"Drama, Romance",7.1,fr
Coup de Chance,2023,Drama,6.2,fr
Proxima,2019,Drama,6.281,fr
The Art of Love,1983,"Drama, Fantasy",4.8,fr
Case d?part,2011,Comedy,6.007,fr
The Hunchback of Notre Dame,1956,"Drama, History, Horror",6.7,fr
Babysitting 2,2015,Comedy,6.326,fr
Vive la France,2013,Comedy,5.188,fr
Crooks in Clover,1963,"Comedy, Crime",7.737,fr
Lost Illusions,2021,"Drama, Romance, History",7.4,fr
Rogue City,2020,"Crime, Thriller, Action, Drama",5.894,fr
The Tower,2023,"Horror, Fantasy, Drama",4.7,fr
Bye Bye Morons,2020,"Comedy, Drama",7.182,fr
Divorce Club,2020,Comedy,5.744,fr
Superwho?,2022,"Comedy, Action, Family",6.355,fr
Last Year at Marienbad,1961,"Drama, Romance",7.422,fr
Ravenous,2017,"Horror, Drama, Science Fiction",5.9,fr
The Unfaithful Wife,1969,"Crime, Drama, Thriller",6.9,fr
Barbecue,2014,Comedy,5.819,fr
Au Hasard Balthazar,1966,Drama,7.56,fr
Beau Travail,2000,Drama,7.102,fr
Subway,1985,"Action, Thriller",6.5,fr
Little White Lies 2,2019,"Comedy, Drama, Family, Romance",6.649,fr
The Taste of Others,2000,"Drama, Comedy, Romance",6.838,fr
The World Upside Down,2024,"Comedy, Drama",5.087,fr
Ultimate Heist,2009,"Action, Adventure, Thriller",5.36,fr
Go Fast,2008,"Drama, Action, Crime",5.865,fr
Purple Noon,1960,"Crime, Drama, Thriller",7.568,fr
The Colors of Fire,2022,"History, Drama",6.809,fr
The Lovers on the Bridge,1991,"Drama, Romance",7.437,fr
The Gendarme Gets Married,1968,Comedy,6.5,fr
"Don't Worry, I'm Fine",2006,Drama,7.205,fr
Pil's Adventures,2021,"Animation, Adventure, Fantasy, Comedy, Family",6.716,fr
Is Paris Burning?,1966,"War, Drama, History",7.171,fr
The Count of Monte Cristo,1954,"Adventure, Drama, Romance",6.9,fr
Holy Motors,2012,"Drama, Fantasy",6.991,fr
The Perverse Countess,1975,"Thriller, Horror",4.3,fr
Fantomas,1964,"Comedy, Crime, Adventure",6.8,fr
Hood Witch,2024,"Thriller, Horror, Action",5.732,fr
The Man in the Hat,2020,Comedy,5.893,fr
The New Girlfriend,2014,Drama,6.075,fr
PlayTime,1967,Comedy,7.76,fr
Sinner: The Secret Diary of a Nymphomaniac,1973,Drama,5.2,fr
Jules and Jim,1962,"Drama, Romance",7.564,fr
A Difficult Year,2023,Comedy,5.914,fr
The Seven Deadly Sins,1962,Comedy,5.6,fr
The Brand New Adventures of Aladdin,2018,"Comedy, Fantasy, Adventure",4.834,fr
Joyeux Noel,2005,"Drama, War, Romance, History",7.388,fr
Serial (Bad) Weddings 2,2019,Comedy,5.9,fr
The Closet,2001,Comedy,6.417,fr
First Desires,1983,"Drama, Romance",4.314,fr
Camping,2006,Comedy,5.537,fr
Five Times Two,2004,"Drama, Romance",6.506,fr
Wedding Unplanned,2017,"Romance, Comedy",6.112,fr
Restless,2022,"Action, Thriller, Crime",6.1,fr
The Good Teacher,2024,"Drama, Thriller",6.358,fr
Stadium Nuts,1972,Comedy,6.045,fr
King,2022,"Adventure, Comedy, Family",6.4,fr
Love Me If You Dare,2003,"Drama, Comedy, Romance",7.233,fr
"Little Indian, Big City",1994,"Adventure, Drama, Family, Comedy",5.965,fr
Mea Culpa,2014,"Action, Thriller",6.363,fr
Yamakasi,2001,"Action, Crime, Drama",6.016,fr
Petite Maman,2021,"Drama, Fantasy, Family",7.147,fr
Donkey Skin,1970,"Fantasy, Comedy, Music, Romance",7.2,fr
Tom Thumb,2001,"Family, Adventure, Fantasy",5.47,fr
Gainsbourg: A Heroic Life,2010,Drama,6.9,fr
Kaena: The Prophecy,2003,"Animation, Adventure",5.919,fr
La Ch?vre,1981,"Comedy, Crime, Adventure",7.138,fr
Coco Before Chanel,2009,"Drama, History",6.881,fr
Point Blank,2010,"Action, Thriller, Crime",6.621,fr
Love Lasts Three Years,2011,"Romance, Comedy",5.684,fr
My Afternoons with Margueritte,2010,"Drama, Comedy",6.944,fr
Here,2024,"Drama, Romance",5.7,fr
Meander,2021,"Horror, Science Fiction, Drama, Thriller",5.963,fr
Starbuck,2011,Comedy,6.901,fr
Knock,2017,Comedy,6.372,fr
By the Grace of God,2019,Drama,7.156,fr
The Gendarme and the Creatures from Outer Space,1979,"Comedy, Science Fiction",6.058,fr
Pola X,1999,"Drama, Romance",5.429,fr
White Fang,2018,"Animation, Family",7.385,fr
Army of Crime,2009,"War, Drama, History",6.528,fr
A Place to Fight For,2023,"Drama, Romance, Thriller",6.6,fr
Rider on the Rain,1970,"Thriller, Mystery, Crime",6.4,fr
Diva,1981,"Action, Drama, Thriller",6.711,fr
Sink or Swim,2018,"Drama, Comedy",6.929,fr
Just a Gigolo,2019,Comedy,5.3,fr
A Real Job,2023,"Comedy, Drama",6.308,fr
Rolling to You,2018,"Comedy, Romance",6.509,fr
Stars at Noon,2022,"Drama, Romance, Thriller",5.9,fr
La Cage aux Folles,1978,Comedy,6.806,fr
Animal,1977,Comedy,6.18,fr
Rust and Bone,2012,"Drama, Romance",7.164,fr
Of Gods and Men,2010,"Drama, History",6.663,fr
Beyond the Clouds,1995,"Drama, Romance",6.3,fr
Breaking Point,2024,"Thriller, Crime",5.82,fr
The Young Karl Marx,2017,"History, Drama",6.854,fr
Visions,2023,"Thriller, Mystery",5.727,fr
The Big Picture,2010,Thriller,6.34,fr
Time to Leave,2005,Drama,6.508,fr
Le Doulos,1962,"Drama, Thriller, Crime",7.394,fr
Camping 2,2010,Comedy,4.817,fr
Vagabond,1985,Drama,7.349,fr
The Restaurant,1966,Comedy,6.798,fr
Testament of Orpheus,1960,Fantasy,7.7,fr
Azur & Asmar: The Princes' Quest,2006,"Animation, Family",7.696,fr
Tomboy,2011,Drama,7.3,fr
The ComDads,1983,Comedy,6.604,fr
BoOzy??OS and the Cristal Gem,2013,"Animation, Adventure, Comedy",7.9,fr
La Syndicaliste,2023,"Thriller, Drama",6.8,fr
Life Is a Long Quiet River,1988,Comedy,6.739,fr
Being Maria,2024,"History, Drama",6.398,fr
Serial Teachers 2,2015,Comedy,5.318,fr
Mesrine: Killer Instinct,2008,"Drama, Action, Thriller, Crime",7.313,fr
Female Vampire,1973,"Horror, Action",4.4,fr
Schoolgirl Hitchhikers,1973,"Comedy, Crime, Drama",3,fr
March of the Penguins,2005,"Documentary, Family",7.066,fr
The Mother and the Whore,1973,"Drama, Romance",7.434,fr
Caf? de Flore,2011,"Drama, Romance",6.9,fr
Gramps Is in the Resistance,1983,"Comedy, War",6.868,fr
Angelique,1964,"Adventure, Romance, History",6.7,fr
The Volcano,2013,Comedy,5.59,fr
Bigbug,2022,"Science Fiction, Comedy",5.3,fr
The Translators,2019,"Mystery, Thriller",6.422,fr
The Infallibles,2024,"Comedy, Action",6.3,fr
The Fugitives,1986,Comedy,6.784,fr
Family for Rent,2015,"Comedy, Romance",5.223,fr
Alibi.com 2,2023,"Comedy, Family",6.546,fr
2 or 3 Things I Know About Her,1967,"Comedy, Drama",6.294,fr
Populaire,2012,"Comedy, Romance",6.627,fr
Sade,2000,"History, Drama, Crime",5.6,fr
Three Men and a Cradle,1985,Comedy,6.325,fr
Promise at Dawn,2017,"Drama, Romance, History, War",7.272,fr
To Each His Own Cinema,2007,"Comedy, Drama",6.5,fr
Love Songs,2007,"Drama, Romance",7,fr
HOUBA! On the Trail of the Marsupilami,2012,"Family, Adventure, Comedy",5.256,fr
Mouchette,1967,Drama,7.467,fr
Those Happy Days,2006,"Comedy, Family",7.351,fr
Invincible,2024,Drama,6.475,fr
M?bius,2013,"Drama, Thriller",5.729,fr
Band of Outsiders,1964,"Crime, Drama, Comedy",7.502,fr
?sim?sac,2012,"Family, Fantasy",5.75,fr
JCVD,2008,"Drama, Action, Comedy, Crime",6.668,fr
Immortal,2004,"Drama, Action, Science Fiction",5.7,fr
Little Nicholas,2009,"Comedy, Family",6.041,fr
Spycies,2020,"Animation, Comedy, Action, Adventure, Family",7.4,fr
Le Chef,2012,Comedy,6.194,fr
I Am Not an Easy Man,2018,"Comedy, Fantasy",6.253,fr
The Lookout,2012,"Action, Crime, Mystery",5.567,fr
Midnight Party,1976,"Drama, Comedy, Crime",5.133,fr
The Under-Gifted,1980,Comedy,6.447,fr
Brothers,2024,Drama,7.113,fr
Out of Season,2024,Drama,6.378,fr
Vivre Sa Vie,1962,Drama,7.724,fr
Memorable,2019,"Animation, Drama",8.181,fr
Train of Life,1998,"Drama, Comedy, War",7.354,fr
Vicky and Her Mystery,2021,"Adventure, Family, Drama",7.1,fr
Quantum Love,2014,"Drama, Romance",5.729,fr
Meet the Malawas,2019,Comedy,4.456,fr
The Bouncer,2018,"Action, Drama, Thriller",6.263,fr
Manon of the Spring,1986,Drama,7.593,fr
Wild Diamond,2024,Drama,6.4,fr
Love Boat,2024,Comedy,5.586,fr
French Twist,1995,"Comedy, Romance",6.1,fr
Rape,1978,Drama,3.5,fr
Vidocq,2001,"Fantasy, Action, Thriller, Crime, Science Fiction, Mystery",5.935,fr
Superchondriac,2014,Comedy,5.503,fr
Rebel,2022,"Action, Thriller, Drama",8,fr
Heartbreaker,2010,"Romance, Comedy",6.63,fr
Le Cercle Rouge,1970,"Crime, Thriller, Drama",7.618,fr
The Most Assassinated Woman in the World,2018,"Mystery, Thriller",5.3,fr
Change of Plans,2009,"Comedy, Romance",5.409,fr
Super Drunk,2023,Comedy,5.52,fr
Back to Burgundy,2017,"Drama, Comedy",6.865,fr
8 Women,2002,"Comedy, Thriller, Mystery",6.892,fr
Camping 3,2016,Comedy,4.711,fr
Nathalie: Escape from Hell,1978,"Drama, Thriller, Horror",4.029,fr
The Illusionist,2010,"Animation, Drama",7.236,fr
A Heart in Winter,1992,"Drama, Romance",7.3,fr
The New Toy,2022,Comedy,5.902,fr
Diplomacy,2014,"Drama, History, War",7,fr
Stolen Kisses,1968,"Comedy, Drama, Romance",7.3,fr
School Life,2019,"Drama, Comedy, Family",6.9,fr
"Farewell, Friend",1968,"Crime, Action, Thriller",6.3,fr
High Lane,2009,"Action, Thriller, Horror",6.08,fr
The Night of the 12th,2022,"Crime, Mystery, Drama",6.946,fr
Sarah's Key,2010,"Drama, War",7.285,fr
Under the Sand,2000,"Drama, Mystery",6.697,fr
It's Only the End of the World,2016,Drama,7.2,fr
Ava,2017,Drama,6.283,fr
The Student and Mister Henri,2015,"Drama, Comedy",6.655,fr
Laura,1979,"Drama, Romance",5,fr
Let Her Kill You,2023,"Thriller, Mystery",6.1,fr
To Paint or Make Love,2005,"Drama, Comedy, Romance",6.3,fr
Happiness Never Comes Alone,2012,"Comedy, Romance",6.103,fr
Seven Days,2010,"Drama, Horror, Thriller",6.3,fr
Would I Lie to You? 3,2012,Comedy,5.485,fr
Day for Night,1973,"Comedy, Drama",7.775,fr
